anno	id	cage.id	atac.id	cage	atac	plotly	anno.ez
Riok1	947	979	14567	5.09791280152691	27.1972295403167	chr13:38037927-38037927..SYMBOL	NA
Snrnp48	948	980	14572	281.462087363718	14.1435459638321	chr13:38204926-38204962..SYMBOL	NA
Net1	949	981	13891	55.6724259972996	8.69037523604206	chr13:3893527-3893564..SYMBOL	NA
Slc35b3	950	982	14585	37.3515106693286	12.6397471189137	chr13:38960462-38960532..SYMBOL	NA
Pak1ip1	951	983	14603	69.8878996512368	14.7894121860331	chr13:41001201-41001290..SYMBOL	NA
Nedd9	952	984	14622	54.4230914592735	30.0061853009214	chr13:41487287-41487362..SYMBOL	NA
Akr1c12	953	985	13894	15.97253779314	0.321827729881417	chr13:4279368-4279399..SYMBOL	NA
Nol7	954	986	14672	51.5270463863739	8.80363208769039	chr13:43398370-43398397..SYMBOL	NA
Akr1e1	955	987	13895	16.9733329601162	8.66978233840032	chr13:4609134-4609171..SYMBOL	NA
Kdm1b	956	988	14835	31.8732926173444	57.9107686873565	chr13:47043544-47043598..SYMBOL	NA
Dek	957	989	14836	846.924872977429	24.5101383203872	chr13:47106085-47106231..SYMBOL	NA
Card19	958	990	14875	18.1153499659568	31.3357682616945	chr13:49215995-49216026..SYMBOL	NA
Nol8	959	991	14900	154.763071126663	26.6079323459476	chr13:49653030-49653164..SYMBOL	NA
Iars	960	992	14901	43.5192531873053	18.6481235671901	chr13:49682127-49682174..SYMBOL	NA
Cks2	961	993	14919	7.33056711838157	70.243718432126	chr13:51645319-51645325..SYMBOL	NA
Gadd45g	962	994	14946	98.9629424762478	27.6344554100787	chr13:51846678-51846684..SYMBOL	NA
Syk	963	995	14988	67.2874977260449	33.1441403988312	chr13:52582594-52582826..SYMBOL	NA
Auh	964	996	15029	18.0868458472387	20.8197485378339	chr13:52929648-52929667..SYMBOL	NA
Hrh2	965	997	15063	11.650834676988	24.5799500328235	chr13:54209621-54209645..SYMBOL	NA
4833439L19Rik	966	998	15078	21.6239987655569	15.5422602833655	chr13:54565314-54565356..SYMBOL	NA
Nop16	967	999	15080	59.3759615385469	28.167756207662	chr13:54590020-54590074..SYMBOL	NA
Faf2	968	1000	15082	21.7420808415746	14.5041288259399	chr13:54621801-54621826..SYMBOL	NA
Rnf44	969	1001	15084	8.64944900910749	65.9423874040245	chr13:54688112-54688131..SYMBOL	NA
Uimc1	970	1002	15104	86.4159402868139	25.9795209454167	chr13:55100205-55100304..SYMBOL	NA
Zfp346	971	1003	15105	10.542476709641	16.5742452126321	chr13:55105295-55105335..SYMBOL	NA
Nsd1	972	1004	15110	10.6513435367516	53.8175440008746	chr13:55211535-55211560..SYMBOL	NA
Rab24	973	1005	15113	42.3195035590468	13.4492136292015	chr13:55321945-55321969..SYMBOL	NA
Prelid1	974	1006	15113	24.8842191414147	13.4492136292015	chr13:55322010-55322073..SYMBOL	NA
Lman2	975	1007	15119	163.038077221794	31.6944288664037	chr13:55362594-55362619..SYMBOL	NA
Grk6	976	1008	15126	44.2863710034425	109.685681757701	chr13:55445315-55445375..SYMBOL	NA
Pdlim7	977	1009	15133	20.7811106286313	17.5647183192616	chr13:55513434-55513434..SYMBOL	NA
Tmed9	978	1011	15138	1268.04345892992	11.7505458749845	chr13:55593135-55593241..SYMBOL	NA
B4galt7	979	1012	15139	22.5332979762899	23.0755339386126	chr13:55600078-55600112..SYMBOL	NA
Ddx46	980	1014	15140	478.332008085273	10.5006642066588	chr13:55634989-55635071..SYMBOL	NA
B230219D22Rik	981	1015	15144	15.9666174583639	22.6752127060318	chr13:55693100-55693126..SYMBOL	NA
Txndc15	982	1016	15145	14.4051137555419	7.22804382629618	chr13:55714689-55714718..SYMBOL	NA
Macroh2a1	983	1017	15153	86.1828588479727	21.0814515470378	chr13:56135409-56135551..SYMBOL	NA
2210016F16Rik	984	1018	15184	53.1300834574677	6.53939288178833	chr13:58385168-58385225..SYMBOL	NA
Hnrnpk	985	1019	15187	60.4767978388743	80.6598851124584	chr13:58402087-58402161..SYMBOL	NA
Hnrnpk	986	1020	15187	1062.01149263819	80.6598851124584	chr13:58402464-58402522..SYMBOL	NA
Klf6	987	1021	13915	459.038144317096	78.7372389358733	chr13:5861484-5861632..SYMBOL	NA
Tut7	988	1022	15220	100.772418781809	40.4629248379758	chr13:59823099-59823171..SYMBOL	NA
Ctla2b	989	1023	15238	95.0913521985531	24.7231341836763	chr13:60897375-60897591..SYMBOL	NA
Ctla2a	990	1024	15240	171.545447274493	14.0424475025423	chr13:60936537-60936726..SYMBOL	NA
Zfp935	991	1025	15247	22.3361135177923	20.5055819909702	chr13:62466790-62466834..SYMBOL	NA
Slc35d2	992	1026	15302	19.2717875031463	9.90664196531344	chr13:64129311-64129332..SYMBOL	NA
Zfp367	993	1027	15304	27.0947149706415	71.8432973511135	chr13:64152373-64152451..SYMBOL	NA
Habp4	994	1028	15305	54.0739472126762	41.4399428672416	chr13:64161849-64161899..SYMBOL	NA
Cdc14b	995	1029	15308	28.2867636164293	19.8917155810888	chr13:64248634-64248750..SYMBOL	NA
Prxl2c	996	1030	15312	47.8497426594858	26.0007775142961	chr13:64312577-64312727..SYMBOL	NA
Mfsd14b	997	1031	15320	14.4369605652771	16.9315541353258	chr13:65112938-65112971..SYMBOL	NA
Pitrm1	998	1032	13925	20.3240161696291	61.2104835182589	chr13:6548162-6548210..SYMBOL	NA
Pfkp	999	1033	13936	41.5731171617448	28.7943697002906	chr13:6648715-6648786..SYMBOL	NA
Uqcrb	1000	1034	15325	201.327067504579	13.1829950251303	chr13:66905318-66905344..SYMBOL	NA
Mterf3	1001	1035	15326	22.9753523448219	38.2884223856027	chr13:66933018-66933072..SYMBOL	NA
Zfp712	1002	1036	15327	7.09925762574626	15.3467710673917	chr13:67061172-67061172..SYMBOL	NA
Zfp874b	1003	1037	15342	13.1255440344001	10.4771602849355	chr13:67484234-67484261..SYMBOL	NA
NA	1004	1038	15344	22.5388660167273	18.7007171747054	chr13:67526149-67526155..SYMBOL	NA
Zfp748	1005	1039	15345	41.6573339599826	13.7559641780364	chr13:67553092-67553169..SYMBOL	NA
Med10	1006	1041	15374	126.20657170484	12.8872542326624	chr13:69809856-69809930..SYMBOL	NA
Ndufs6	1007	1042	15382	7.98857141549884	17.690826130539	chr13:73328455-73328468..SYMBOL	NA
Slc12a7	1008	1043	15403	10.7031438225066	3.29623113939128	chr13:73772900-73772913..SYMBOL	NA
Brd9	1009	1044	15409	110.503776584725	41.4320059289836	chr13:73937800-73937885..SYMBOL	NA
Brd9	1010	1045	15409	43.8966185351746	41.4320059289836	chr13:73938054-73938190..SYMBOL	NA
Pdcd6	1011	1046	15417	46.2700475034984	37.3535265846572	chr13:74317234-74317326..SYMBOL	NA
Sdha	1012	1047	15419	446.534620161751	14.7980444080547	chr13:74350200-74350262..SYMBOL	NA
Ccdc127	1013	1048	15419	21.0521637365084	14.7980444080547	chr13:74350344-74350368..SYMBOL	NA
NA	1014	1049	15421	8.94314179465115	16.6702543267467	chr13:74462688-74462723..SYMBOL	NA
Zfp825	1015	1050	15422	4.62117352083946	25.67317214985	chr13:74493961-74493961..SYMBOL	NA
Gm46430	1016	1051	15426	14.0321234974087	18.6233767957871	chr13:74617289-74617321..SYMBOL	NA
Erap1	1017	1052	15427	86.0770431900817	17.7521259039631	chr13:74639853-74639885..SYMBOL	NA
Cast	1018	1053	15429	18.3837238271939	29.2972100831792	chr13:74807921-74807953..SYMBOL	NA
Cast	1019	1054	15429	18.3636031826781	29.2972100831792	chr13:74808643-74808666..SYMBOL	NA
Ttc37	1020	1055	15445	36.1056833761103	14.8457082305743	chr13:76098769-76098802..SYMBOL	NA
Fam172a	1021	1056	15449	19.4359200287473	12.2822352749656	chr13:77708687-77708729..SYMBOL	NA
Arrdc3	1022	1057	15455	173.902404854914	12.2323556765727	chr13:80883408-80883432..SYMBOL	NA
Lysmd3	1023	1058	15475	124.253761367137	27.7180362888802	chr13:81657750-81657841..SYMBOL	NA
Cetn3	1024	1059	15481	532.582147480226	66.1653083180862	chr13:81783244-81783315..SYMBOL	NA
Mef2c	1025	1060	15499	142.756435186467	7.8192864697041	chr13:83524822-83524888..SYMBOL	NA
Ccnh	1026	1061	15528	39.7925326578625	22.9262665151772	chr13:85189436-85189498..SYMBOL	NA
Rasa1	1027	1062	15533	16.5557078921666	36.924311682965	chr13:85289291-85289381..SYMBOL	NA
Cox7c	1028	1063	15554	81.7789952266551	28.249012511455	chr13:86046665-86046790..SYMBOL	NA
Gtpbp4	1029	1064	13945	88.1072901018442	26.4112368975075	chr13:8995995-8996063..SYMBOL	NA
Rps23	1030	1065	15565	57.7436668056034	24.6218041585193	chr13:90923136-90923176..SYMBOL	NA
Zcchc9	1031	1066	15599	52.4414901605419	33.817650358192	chr13:91807616-91807699..SYMBOL	NA
Zcchc9	1032	1067	15599	86.7726532287934	33.817650358192	chr13:91807682-91807878..SYMBOL	NA
Zfyve16	1033	1068	15619	67.9198568295566	26.768022432587	chr13:92530799-92530836..SYMBOL	NA
Cmya5	1034	1069	15642	11.9719450659898	11.3893802664286	chr13:93144569-93144569..SYMBOL	NA
Arsb	1035	1070	15656	22.1949799114987	44.8866893604485	chr13:93771679-93771731..SYMBOL	NA
Ap3b1	1036	1071	15687	82.0579980917536	17.6826964374113	chr13:94358940-94359026..SYMBOL	NA
F2rl2	1037	1072	15725	15.1985466019785	10.7619314369281	chr13:95696898-95696949..SYMBOL	NA
Iqgap2	1038	1073	15743	44.5682364322141	46.5038716441666	chr13:95891886-95891957..SYMBOL	NA
Poc5	1039	1074	15755	54.6395465597573	14.8293166537183	chr13:96388311-96388351..SYMBOL	NA
Nsa2	1040	1075	15774	35.2878690605207	29.5366202900525	chr13:97137849-97137936..SYMBOL	NA
Gfm2	1041	1076	15774	50.1099183679312	29.5366202900525	chr13:97137949-97138008..SYMBOL	NA
Enc1	1042	1077	15781	6.53226900717155	29.2545137958646	chr13:97241105-97241105..SYMBOL	NA
Btf3	1043	1078	15816	12.6211451492853	14.5418683527982	chr13:98316980-98316998..SYMBOL	NA
Fcho2	1044	1079	15835	33.2859528383342	29.8368044210778	chr13:98815129-98815199..SYMBOL	NA
Tnpo1	1045	1080	15839	82.6220068189805	16.2690854316043	chr13:98890978-98891047..SYMBOL	NA
Ptcd2	1046	1081	15851	35.1752528988767	14.4492882895293	chr13:99344669-99344692..SYMBOL	NA
Spry2	1047	1082	18147	6.22867860091398	35.6034269024006	chr14:105897125-105897126..SYMBOL	NA
Tgds	1048	1083	18188	45.3415300933221	4.91363367675263	chr14:118132739-118132755..SYMBOL	NA
Dnajc3	1049	1084	18232	91.7770533780561	55.0911139803368	chr14:118937943-118937999..SYMBOL	NA
Mbnl2	1050	1085	18246	40.9544883091554	20.9999440693616	chr14:120275669-120275730..SYMBOL	NA
Gpr18	1051	1086	18346	9.02888575042288	40.0354267169025	chr14:121915722-121915786..SYMBOL	NA
Gpr18	1052	1087	18346	10.9129516951771	40.0354267169025	chr14:121915845-121915857..SYMBOL	NA
Tm9sf2	1053	1088	18378	46.0340093143559	26.4362412656639	chr14:122107018-122107176..SYMBOL	NA
Psmd6	1054	1089	16378	41.3714640246379	9.82726817521088	chr14:14120910-14120956..SYMBOL	NA
Oxsm	1055	1090	16402	12.471875135639	20.818031532907	chr14:16243310-16243344..SYMBOL	NA
Ngly1	1056	1091	16403	61.2315502031346	31.3092470315903	chr14:16249276-16249358..SYMBOL	NA
Top2b	1057	1092	16405	294.000147861242	59.1229721754363	chr14:16365158-16365352..SYMBOL	NA
Saysd1	1058	1094	16462	26.6157412735228	40.0135937230827	chr14:20083069-20083149..SYMBOL	NA
Ecd	1059	1095	16477	59.5388813690747	16.5216422968558	chr14:20348046-20348096..SYMBOL	NA
Dnajc9	1060	1096	16480	184.718777714972	13.7374427021187	chr14:20388837-20388898..SYMBOL	NA
Usp54	1061	1097	16491	75.6651136024845	21.4541226902357	chr14:20640962-20641083..SYMBOL	NA
Camk2g	1062	1098	16506	17.9183791327603	27.0305768610044	chr14:20794016-20794074..SYMBOL	NA
Rps24	1063	1101	16563	44.6025306673336	15.9499268434433	chr14:24490691-24490750..SYMBOL	NA
Arhgef3	1064	1103	16681	28.5761458521416	25.6562533390073	chr14:27336010-27336056..SYMBOL	NA
Ccdc66	1065	1104	16706	71.6257768498341	17.1958994001759	chr14:27508438-27508507..SYMBOL	NA
Selenok	1066	1105	16716	1097.86086770842	41.758913711052	chr14:29968298-29968525..SYMBOL	NA
Actr8	1067	1106	16717	26.310466832145	12.7858434447831	chr14:29978382-29978429..SYMBOL	NA
Tkt	1068	1107	16729	23.7851669900016	22.8237632855145	chr14:30549167-30549211..SYMBOL	NA
Prkcd	1069	1108	16737	11.5393659605489	25.6870883232875	chr14:30626187-30626202..SYMBOL	NA
Spcs1	1070	1109	16749	17.8969679467713	16.7217030411596	chr14:31001351-31001370..SYMBOL	NA
Gnl3	1071	1110	16750	21.6677339215839	13.4505323954133	chr14:31018965-31019064..SYMBOL	NA
Nisch	1072	1111	16758	30.7785872294014	8.99669043625752	chr14:31206669-31206700..SYMBOL	NA
Bap1	1073	1112	16763	33.9981899457125	19.3614250129744	chr14:31251447-31251511..SYMBOL	NA
Capn7	1074	1113	16766	43.6189713545358	47.3635460822387	chr14:31336645-31336713..SYMBOL	NA
Mettl6	1075	1114	16773	170.168206344679	20.3026617396822	chr14:31494915-31495058..SYMBOL	NA
Hacl1	1076	1115	16778	18.7093912600476	44.9397345407634	chr14:31640907-31640964..SYMBOL	NA
Dph3	1077	1116	16793	49.2325306957234	35.3173141256199	chr14:32085540-32085635..SYMBOL	NA
Timm23	1078	1117	16799	18.5657084317797	10.5157755203754	chr14:32201866-32201886..SYMBOL	NA
Parg	1079	1118	16799	178.324846131385	10.5157755203754	chr14:32201934-32202053..SYMBOL	NA
Ercc6	1080	1119	16803	62.0055493135829	11.1333287840927	chr14:32513486-32513556..SYMBOL	NA
Glud1	1081	1120	16835	19.3162796505105	55.148954860354	chr14:34310772-34310823..SYMBOL	NA
Ghitm	1082	1121	16865	179.889110598236	56.1187965715717	chr14:37135213-37135308..SYMBOL	NA
Psmc6	1083	1122	16903	56.8024287281344	27.3854505830662	chr14:45329806-45329848..SYMBOL	NA
Gnpnat1	1084	1123	16907	32.0489292603072	23.9405564299271	chr14:45388793-45388834..SYMBOL	NA
Gmfb	1085	1124	16914	101.956117473801	25.5122987720548	chr14:46822112-46822220..SYMBOL	NA
Atg14	1086	1125	16947	11.1042449225072	6.57751386599823	chr14:47568414-47568420..SYMBOL	NA
Exoc5	1087	1126	16972	37.0605453665914	29.8727849538123	chr14:49066382-49066414..SYMBOL	NA
Ttc5	1088	1127	16980	113.281524429632	7.89898917865278	chr14:50785486-50785530..SYMBOL	NA
Parp2	1089	1128	16984	66.6462701553633	45.8794690666562	chr14:50807918-50807971..SYMBOL	NA
Osgep	1090	1129	16988	20.9624307835578	20.8120500672394	chr14:50924831-50924888..SYMBOL	NA
Rpgrip1	1091	1131	17029	62.819402611346	8.45110315318761	chr14:52140941-52141085..SYMBOL	NA
Supt16	1092	1132	17034	237.484799676623	10.282735322718	chr14:52197218-52197263..SYMBOL	NA
NA	1093	1134	17075	316.107259644545	10.9246383229917	chr14:53960887-53961015..SYMBOL	NA
NA	1094	1135	17075	16.6837440164112	10.9246383229917	chr14:53961556-53961659..SYMBOL	NA
NA	1095	1136	17084	59.785211416617	10.9101813090751	chr14:54061282-54061449..SYMBOL	NA
NA	1096	1137	17085	186.804667992748	6.23524453788878	chr14:54074897-54074995..SYMBOL	NA
NA	1097	1138	17090	22.8189331491577	4.88071040262425	chr14:54121898-54121955..SYMBOL	NA
NA	1098	1139	17090	13.5779595875651	4.88071040262425	chr14:54122039-54122039..SYMBOL	NA
NA	1099	1140	17090	194.054251190921	4.88071040262425	chr14:54122170-54122270..SYMBOL	NA
NA	1100	1141	56842	21.4659542810771	2.30949045991243	chr14:54151395-54151461..SYMBOL	NA
Dad1	1101	1142	17109	23.0366857327955	62.2076089880098	chr14:54253851-54253901..SYMBOL	NA
Acin1	1102	1145	17145	41.3903514848519	5.3219602865113	chr14:54653677-54653697..SYMBOL	NA
Acin1	1103	1146	17147	1299.36456677421	89.2334760412977	chr14:54686600-54686652..SYMBOL	NA
Ngdn	1104	1147	17164	110.268010670198	61.9152176776174	chr14:55015540-55015573..SYMBOL	NA
Ap1g2	1105	1148	17173	37.176963376928	18.2695973129078	chr14:55106532-55106596..SYMBOL	NA
Psme1	1106	1151	17191	330.284513178958	14.0978115094428	chr14:55578452-55578577..SYMBOL	NA
Tm9sf1	1107	1152	17199	43.5412033614659	15.8399270342907	chr14:55643320-55643371..SYMBOL	NA
Mdp1	1108	1153	17200	49.3523568116388	8.05952363459848	chr14:55660389-55660507..SYMBOL	NA
Ltb4r2	1109	1155	17207	5.55204353072699	2.44536808752295	chr14:55760148-55760152..SYMBOL	NA
Ripk3	1110	1156	17213	22.3904187390417	5.94005728206935	chr14:55788785-55788867..SYMBOL	NA
Khnyn	1111	1157	17223	23.6086866565959	24.0165023208523	chr14:55884978-55885000..SYMBOL	NA
Cma1	1112	1158	17230	78.5320535585628	2.25183153410902	chr14:55944542-55944597..SYMBOL	NA
Gzmb	1113	1159	17242	489.16778233945	34.0275564192043	chr14:56262156-56262391..SYMBOL	NA
Cenpj	1114	1160	17253	10.8744873080411	11.5007227954702	chr14:56575468-56575489..SYMBOL	NA
Parp4	1115	1161	17253	44.2359382052492	11.5007227954702	chr14:56575609-56575659..SYMBOL	NA
Mphosph8	1116	1162	17255	349.374504438171	31.8846098983137	chr14:56668248-56668351..SYMBOL	NA
Pspc1	1117	1163	17256	71.9814198962204	30.5299978605005	chr14:56778285-56778362..SYMBOL	NA
Zdhhc20	1118	1164	17302	83.4875349780076	29.3329381841632	chr14:57890195-57890315..SYMBOL	NA
Micu2	1119	1165	17304	49.3146668346047	13.0600757092203	chr14:57999234-57999267..SYMBOL	NA
Phf11b	1120	1166	17314	17.0825221203605	10.5066051597499	chr14:59341345-59341383..SYMBOL	NA
Setdb2	1121	1167	17316	53.5839890156467	46.1247972532812	chr14:59440800-59440887..SYMBOL	NA
Cdadc1	1122	1168	17321	95.0781427219992	21.1725885270437	chr14:59597902-59597969..SYMBOL	NA
Spata13	1123	1169	17354	13.6094197139267	4.32759026525743	chr14:60702943-60702967..SYMBOL	NA
Trim13	1124	1170	17396	54.5309756230895	9.14090700398026	chr14:61599501-61599564..SYMBOL	NA
Ints6	1125	1171	17432	11.360503682828	97.686111235862	chr14:62761133-62761138..SYMBOL	NA
Elp3	1126	1172	17523	61.9080078475732	5.77902679864217	chr14:65593006-65593088..SYMBOL	NA
Ccdc25	1127	1173	17527	161.02446230039	9.89776248359459	chr14:65837302-65837390..SYMBOL	NA
Trim35	1128	1174	17561	78.0951656109525	10.236294028288	chr14:66297022-66297066..SYMBOL	NA
Bnip3l	1129	1175	17569	33.3169220562365	47.7778227182369	chr14:67008839-67008883..SYMBOL	NA
Ppp2r2a	1130	1176	17575	58.0415526096667	19.4934430367462	chr14:67072429-67072455..SYMBOL	NA
Dock5	1131	1177	17599	34.599915659495	17.2060116857545	chr14:67933515-67933560..SYMBOL	NA
R3hcc1	1132	1178	17613	97.0183124807587	7.94682845124105	chr14:69707483-69707580..SYMBOL	NA
Pdlim2	1133	1179	17646	8.17596932962135	19.0668199219159	chr14:70175407-70175408..SYMBOL	NA
Polr3d	1134	1180	17667	22.826351386944	8.52528269559002	chr14:70443453-70443462..SYMBOL	NA
Dok2	1135	1181	17688	950.47366262687	14.1043441570917	chr14:70774304-70774423..SYMBOL	NA
Cysltr2	1136	1182	17731	60.3550847926036	22.4859113250462	chr14:73049067-73049114..SYMBOL	NA
Lpar6	1137	1183	17746	7.87717556455664	8.71091158775246	chr14:73237991-73238000..SYMBOL	NA
Itm2b	1138	1184	17758	155.860663242227	11.3727915458706	chr14:73385214-73385306..SYMBOL	NA
Med4	1139	1185	17769	84.1208595248887	6.72787827950851	chr14:73510005-73510063..SYMBOL	NA
Sucla2	1140	1186	17771	123.617018446196	9.22293196828544	chr14:73552769-73552804..SYMBOL	NA
Esd	1141	1187	17781	41.0201309089048	19.1863692510104	chr14:74732306-74732378..SYMBOL	NA
Lrch1	1142	1188	17791	6.5291702318055	14.7037737184332	chr14:74947877-74947877..SYMBOL	NA
Lcp1	1143	1189	17809	48.8894301504971	19.1195105974059	chr14:75176837-75176911..SYMBOL	NA
Zc3h13	1144	1190	17816	429.525370928061	18.1681297936416	chr14:75284301-75284550..SYMBOL	NA
Cog3	1145	1191	17826	4.40596091374816	21.0115481699949	chr14:75754535-75754535..SYMBOL	NA
Tpt1	1146	1192	17834	27.5813129064332	82.8135907722811	chr14:75845358-75845413..SYMBOL	NA
Gtf2f2	1147	1193	17841	15.8155894369444	5.40542963264509	chr14:76010859-76010899..SYMBOL	NA
Gpalpp1	1148	1194	17842	392.100401136317	30.296346397187	chr14:76110660-76110829..SYMBOL	NA
Tsc22d1	1149	1195	17851	63.3228772974048	17.2815283762204	chr14:76504510-76504555..SYMBOL	NA
NA	1150	1196	56843	50.8065733998763	0.0640127508071785	chr14:77539730-77539782..SYMBOL	NA
Dnajc15	1151	1197	17893	47.9458389265529	9.74322651882669	chr14:77861292-77861340..SYMBOL	NA
Epsti1	1152	1198	17900	242.45532621679	11.5389974579279	chr14:77904288-77904521..SYMBOL	NA
Wbp4	1153	1199	17963	59.7707168952624	24.4643593951027	chr14:79480957-79481052..SYMBOL	NA
Wbp4	1154	1200	17963	18.1439461464144	24.4643593951027	chr14:79481442-79481509..SYMBOL	NA
Elf1	1155	1201	17972	97.5560295404717	9.71303967190268	chr14:79535532-79535649..SYMBOL	NA
Sugt1	1156	1202	17982	224.036769570158	36.0594091702546	chr14:79587707-79587815..SYMBOL	NA
Pdhb	1157	1203	16345	43.0899089144918	92.4119927661697	chr14:8172941-8172965..SYMBOL	NA
Dis3	1158	1204	18014	36.8381824039505	28.0422902980394	chr14:99099726-99099772..SYMBOL	NA
Pibf1	1159	1205	18014	140.915793634165	28.0422902980394	chr14:99099885-99099960..SYMBOL	NA
Letmd1	1160	1206	20616	7.00320511825289	18.2220194022572	chr15:100469115-100469115..SYMBOL	NA
Tfcp2	1161	1207	20620	20.3249760008378	47.8356705546516	chr15:100551729-100551788..SYMBOL	NA
Pou6f1	1162	1208	20623	7.09150806942472	12.7875561014547	chr15:100598918-100598918..SYMBOL	NA
Dazap2	1163	1209	20628	649.088151092778	88.2378680867679	chr15:100615619-100615703..SYMBOL	NA
Bin2	1164	1210	20636	399.511564718225	12.5629176385663	chr15:100669443-100669548..SYMBOL	NA
Galnt6	1165	1211	20646	49.2190537143934	12.0357887274674	chr15:100729335-100729377..SYMBOL	NA
I730030J21Rik	1166	1212	20647	57.2146287761975	7.80058165900363	chr15:100732706-100732757..SYMBOL	NA
Nr4a1	1167	1213	20682	178.839723536566	40.3663097278621	chr15:101266845-101266892..SYMBOL	NA
Atg101	1168	1214	20686	107.726759946008	25.2789968795646	chr15:101284264-101284323..SYMBOL	NA
Spryd3	1169	1215	20716	381.122384716614	40.0260182292139	chr15:102136154-102136239..SYMBOL	NA
Soat2	1170	1216	20718	38.4853607101252	29.6995427244196	chr15:102150513-102150596..SYMBOL	NA
Zfp740	1171	1217	20722	22.4730724293321	26.521252631905	chr15:102203645-102203682..SYMBOL	NA
Itgb7	1172	1218	20725	90.1888215874153	1.73427303052875	chr15:102231883-102231938..SYMBOL	NA
Pfdn5	1173	1219	20736	37.2547706927487	6.95546754225413	chr15:102326139-102326181..SYMBOL	NA
Prr13	1174	1220	20750	619.89392041965	16.7007203149991	chr15:102459170-102459219..SYMBOL	NA
Calcoco1	1175	1221	20766	111.049245263127	26.8083165237802	chr15:102722069-102722109..SYMBOL	NA
Smug1	1176	1222	20782	23.3836615340867	10.8009950986186	chr15:103163303-103163330..SYMBOL	NA
Itga5	1177	1225	20813	21.6767781792139	3.50690858918347	chr15:103366543-103366594..SYMBOL	NA
Nckap1l	1178	1226	20815	100.414377491464	28.0679240492143	chr15:103453770-103453864..SYMBOL	NA
Dnajc21	1179	1227	18560	41.4505982705947	16.0474572265903	chr15:10470278-10470388..SYMBOL	NA
Brix1	1180	1228	18561	302.711618099519	20.8326681679908	chr15:10485896-10485965..SYMBOL	NA
Tars	1181	1229	18573	199.801206763019	38.5928351308579	chr15:11399558-11399698..SYMBOL	NA
Sub1	1182	1230	18582	884.747723135208	21.4063750414411	chr15:11995959-11996008..SYMBOL	NA
Zfr	1183	1231	18591	20.494613850134	38.151751117873	chr15:12117798-12117884..SYMBOL	NA
6030458C11Rik	1184	1232	18636	27.9981734985396	43.8577324460001	chr15:12824535-12824643..SYMBOL	NA
Drosha	1185	1233	18636	13.2494388408101	43.8577324460001	chr15:12824858-12824877..SYMBOL	NA
Zfp622	1186	1234	18670	197.212060951136	47.4892683187199	chr15:25984366-25984486..SYMBOL	NA
Otulinl	1187	1235	18698	1.39181727821066	67.6646591979345	chr15:27681543-27681543..SYMBOL	NA
Otulinl	1188	1236	18698	91.5029538474365	67.6646591979345	chr15:27681643-27681802..SYMBOL	NA
Cct5	1189	1237	18768	391.204235162139	29.1528034971908	chr15:31601722-31601809..SYMBOL	NA
Rida	1190	1238	18782	25.2048701398238	13.6514361944651	chr15:34495190-34495246..SYMBOL	NA
Vps13b	1191	1239	18793	26.0970052297986	11.5130543661511	chr15:35371504-35371588..SYMBOL	NA
Cox6c	1192	1240	18802	81.8909220683713	6.15666409620851	chr15:35938127-35938198..SYMBOL	NA
Pabpc1	1193	1241	18830	22.3614527840018	72.4781458359932	chr15:36608970-36608973..SYMBOL	NA
Ywhaz	1194	1242	18859	505.862787665587	116.857074180276	chr15:36793491-36793644..SYMBOL	NA
Ywhaz	1195	1243	18859	44.2467913759521	116.857074180276	chr15:36794224-36794265..SYMBOL	NA
Zfp706	1196	1244	18868	60.3190497028288	38.6154315883645	chr15:37007289-37007397..SYMBOL	NA
Rrm2b	1197	1245	18888	95.1338174869041	42.3727193454895	chr15:37961006-37961110..SYMBOL	NA
Azin1	1198	1247	18919	33.9517069054353	89.2862746993449	chr15:38519216-38519266..SYMBOL	NA
Dcaf13	1199	1248	18929	322.359610323748	40.9255746475946	chr15:39112868-39112941..SYMBOL	NA
AW549877	1200	1249	18437	57.1077912802408	81.6295191457458	chr15:3995704-3995752..SYMBOL	NA
NA	1201	1250	18968	32.9526616915292	7.5978067225734	chr15:42676467-42676540..SYMBOL	NA
Angpt1	1202	1251	18968	19.7876426985015	7.5978067225734	chr15:42676913-42677007..SYMBOL	NA
Eif3e	1203	1252	18969	30.7336620100505	10.8369687547724	chr15:43282704-43282742..SYMBOL	NA
Eny2	1204	1253	18973	18.3694437160346	64.5380770305322	chr15:44428092-44428153..SYMBOL	NA
Ebag9	1205	1254	18975	12.9897438156205	53.0967573800981	chr15:44619155-44619163..SYMBOL	NA
Ebag9	1206	1255	18975	25.0877686443575	53.0967573800981	chr15:44619558-44619594..SYMBOL	NA
Card6	1207	1256	18444	49.6721905455639	6.21537276373575	chr15:5108453-5108562..SYMBOL	NA
Rpl37	1208	1257	18445	29.7891186456786	49.7421230589668	chr15:5116645-5116673..SYMBOL	NA
Ttc33	1209	1258	18449	41.0953534890235	10.0859439666676	chr15:5185715-5185748..SYMBOL	NA
Rad21	1210	1259	19006	41.8837491506836	25.5235726740776	chr15:51991696-51991803..SYMBOL	NA
Ptger4	1211	1260	18454	21.2255231363357	42.159250728577	chr15:5244151-5244186..SYMBOL	NA
NA	1212	1261	19013	31.4009308635803	27.341675002245	chr15:52753401-52753451..SYMBOL	NA
Taf2	1213	1262	19029	20.4640568136299	9.38030564564797	chr15:55072146-55072152..SYMBOL	NA
